emp_title,emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest
registered nurse,1,OH,MORTGAGE,29.07,58000,24,245373,102325,22400,24000,10.91,520.75,B,22459.49,1157.79
driver,10,MA,RENT,11.37,62000,2,22300,18392,10300,8000,10.9,261.54,B,7620.54,138.78
pharmacist,6,WI,RENT,8.37,260000,12,134503,68541,52800,40000,11.99,889.58,B,38013.61,1545.29
police officer,8,NY,RENT,19.26,110000,14,116736,108092,12800,13000,9.92,418.99,B,0,79.56
general manager,8,NC,MORTGAGE,13.08,50000,4,24718,19917,11900,10000,11.99,332.1,B,8815.64,476.15
accountant,5,OH,RENT,27.42,60000,18,101484,56091,13800,17600,9.93,567.33,B,15892.19,551.8
call center manager,9,IL,OWN,16.03,39000,17,202591,81781,16800,11200,10.9,366.15,B,10668.76,187.5
nanny,10,CA,RENT,32.52,30000,18,106800,28705,96400,5600,9.44,179.23,B,4913.4,206.61
developmental service worker,10,CT,OWN,4.79,90000,6,40444,19724,14000,4500,9.93,145.06,B,4063.33,141.09
patient access,5,CT,RENT,12.44,65000,14,56935,24549,17200,30000,11.98,667.04,B,28886.33,906.93
sales,9,CA,OWN,11.63,38400,23,97200,18855,54100,1500,9.92,48.35,B,375.21,18.61
community bank president,3,CO,MORTGAGE,10.26,142500,12,416708,80187,32100,40000,9.93,848.51,B,37904.12,1276.09
teacher,4,GA,MORTGAGE,31.42,45000,13,260116,98408,35500,16200,10.42,525.93,B,14638.77,537.8
medical assistant,1,NJ,OWN,40.02,35000,15,86985,33368,54400,30000,11.99,667.19,B,28886.63,878.09
financial advisor,2,NJ,RENT,8.85,80000,11,78048,25715,23600,23000,11.98,511.39,B,22146.21,649.76
vice president of sales,1,CT,OWN,14.33,200000,15,426582,78198,48700,40000,9.92,1289.19,B,36118.1,1252.82
owner,10,MO,MORTGAGE,12.38,100000,7,56772,33495,25000,40000,10.91,1307.85,B,35192.46,1707.47
construction manager,3,MI,OWN,19.86,95000,9,330416,60597,25500,20500,9.44,656.11,B,17986.55,756.35
staff accountant,2,CA,RENT,12.97,60000,13,64896,45623,26900,11500,9.43,368.01,B,10660.52,258.53
solutions engineer,2,GA,MORTGAGE,32.32,68000,7,85448,72536,29600,20000,10.41,428.99,B,19226.86,502.26
pipefitter journeyman,9,CA,MORTGAGE,30.07,102000,20,568790,129954,11300,24000,10.9,784.6,B,22284.71,623.98
business analysis/csu manager,10,GA,MORTGAGE,15.31,75000,23,88855,28400,15400,35000,10.9,759.25,B,33663.94,899.3
ir technologist,10,VT,MORTGAGE,18.61,71000,13,380182,30014,16900,1000,9.92,32.23,B,927.51,23.65
"vp, digital operations",6,CA,MORTGAGE,14.61,300000,11,770922,158201,59900,24000,9.93,509.11,B,22421.54,940.61
cleaner,10,NY,RENT,11.32,88000,14,45671,29473,10100,35000,16.01,1230.67,C,32678.16,1339.04
tv broadcaster,4,CA,RENT,7.37,200000,7,60558,32861,12900,30000,14.08,699.3,C,28222.27,1695.3
radiology technologist,7,KS,RENT,33.16,58700,17,128965,100361,10000,15000,13.58,509.61,C,14316.43,313.02
collision technician,2,IL,RENT,33.98,57600,7,115633,85788,6000,20000,15.05,476.33,C,18843.88,1208.81
secretary,10,CA,RENT,25,24000,8,30500,16231,26600,16000,13.59,543.67,C,14146.13,852.4
rehabilitation counselor,3,AL,RENT,30.62,37000,35,124982,135407,17300,15000,14.08,513.25,C,13273.7,795.43
pse,2,WI,RENT,19.23,90000,14,62308,25827,4300,15000,16.02,527.51,C,13319.42,943.62
records,4,OH,MORTGAGE,38.88,60000,18,226362,112198,12100,18000,14.07,419.49,C,17367.32,611.72
owner,10,PA,MORTGAGE,35.15,125000,10,645243,157431,20900,20000,14.07,684.24,C,18634.9,671.99
district service manager,10,OH,MORTGAGE,20.6,142000,30,299797,85173,20500,30000,16.02,729.87,C,28308.59,1931.24
electrician,10,WA,MORTGAGE,0,94000,3,302664,0,300,10050,13.58,231.67,C,9692.17,329.6
electrical contractor supervisor,10,FL,MORTGAGE,15.95,68000,7,319454,37863,19400,8000,13.58,271.8,C,7450.02,259.38
manager mp&l,10,OH,MORTGAGE,24.88,96000,28,216244,71954,21250,30500,15.05,726.4,C,28736.93,1843.43
hr specialist,7,VA,MORTGAGE,18.11,126049,14,561767,214234,31400,7000,14.08,239.52,C,6359.29,311.89
administrative assistant,5,VA,OWN,35.77,30000,15,53150,23483,27000,12000,12.61,270.65,C,11561.78,319.09
senior technical analyst,3,OH,OWN,19.65,78000,21,203513,79020,30300,24000,12.61,541.3,C,23123.55,713.82
sales,1,NY,OWN,21.48,119000,18,107795,62840,55800,25000,13.58,849.35,C,23281.4,810.59
executive director,1,NY,MORTGAGE,22.49,100000,12,220075,98692,36000,36000,12.62,812.13,C,33786.28,1821.69
maintenance director,10,MO,MORTGAGE,24.99,62000,12,174390,32037,6750,21000,12.62,473.74,C,19972.37,882.06
cook,4,NY,RENT,9.09,35000,6,19023,6155,1300,6000,12.61,201.04,C,5581.66,180.58
supplies clerk,10,NJ,MORTGAGE,17.06,70000,14,363649,29954,12900,24000,15.04,571.47,C,23455.27,558.1
operations supervisor,7,CA,RENT,26.32,60000,10,55419,36085,9000,12000,16.02,422.01,C,0,426.42
claims rep,4,NC,RENT,27.89,63938,11,105770,86734,13500,27000,16.02,656.88,C,25790.32,1393.81
field support consultant,10,MN,MORTGAGE,28.65,80000,15,262015,45338,14850,22000,12.62,496.3,C,20647.17,1196.04
sales,4,TX,MORTGAGE,13.51,130000,11,403408,49857,34300,40000,12.62,902.37,C,38042.58,1624.02
branch sales and service representative,0,MI,OWN,22.73,36420,14,54251,37511,7200,19200,13.59,442.68,C,18283.62,825.35
senior support representative,2,IL,MORTGAGE,19.17,85000,10,456425,62890,15700,20000,16.02,486.58,C,19103.93,1094.75
engineer,6,MI,MORTGAGE,9.92,100800,9,299585,30183,4500,15000,12.61,338.31,C,14452.23,446.14
correctional officer,1,MD,RENT,18.87,50000,11,37869,17780,9600,6000,15.05,208.14,C,5318.67,354.35
machinist,10,OH,MORTGAGE,31.49,70000,25,122531,70141,16500,20000,15.04,476.22,C,19314.92,726.87
payroll supervisor,10,CA,MORTGAGE,25.81,97500,11,426332,64048,21300,35000,15.05,833.57,C,0,1429.68
truck driver,3,CA,RENT,28.02,49000,10,92175,51727,20200,11000,16.01,267.56,C,10632.74,415.85
digital product manager,1,CA,RENT,6.72,110000,8,58600,17442,29400,16000,12.61,536.11,C,13556.57,501.61
truck driver,1,CA,RENT,18.87,90000,15,161272,23769,117500,30000,12.61,1005.2,C,29310.05,273.22
sterilization tech,7,CA,RENT,18.37,65000,11,56450,38553,9500,20000,16.02,486.58,C,18872.39,1269.69
tire technician,2,CA,RENT,21.05,26000,6,32430,23005,6800,2400,12.62,80.43,C,2175.73,95.77
faculty,10,MD,MORTGAGE,20.24,81000,6,302710,41767,10200,14000,12.61,469.09,C,13023.89,411.54
truck foremen,6,GA,RENT,5.63,55000,27,197370,192044,57000,36000,12.62,812.13,C,34238.33,1461.61
super intendant,10,NE,MORTGAGE,22.06,130000,16,481307,75750,93000,16525,12.61,553.7,C,15372.83,497.35
communications director,10,CO,MORTGAGE,10.01,130000,7,539185,49956,10000,1200,15.04,41.63,C,619.23,43.12
operator,9,OH,MORTGAGE,33.28,82000,16,190384,62810,20000,35000,12.61,789.39,C,33721.87,1065.52
machinest,10,PA,RENT,19.28,61000,5,50120,22014,9300,11200,12.62,252.67,C,10651.9,446.88
carpenter foreman,3,CA,RENT,18.69,110000,9,326391,99193,8500,10000,15.04,346.85,C,9778.48,108.62
owner,4,TN,MORTGAGE,7.2,100000,8,42300,21660,37700,20000,13.59,461.13,C,19045.42,874.84
mechanic,8,AZ,MORTGAGE,41.35,67400,9,358633,84130,15000,22000,16.02,535.24,C,21014.32,1155.28
quality,10,AZ,MORTGAGE,26.24,74000,17,313410,48309,40500,14000,12.61,315.76,C,13488.73,426.2
teacher,3,IL,RENT,4.15,57000,11,115137,119006,18500,10000,15.05,346.9,C,8864.46,590.6
recruiter,5,IL,RENT,14.5,12000,8,13200,5262,13200,6000,16.01,210.98,C,5601.95,229.55
senior compounder operator,10,WI,MORTGAGE,17.04,84000,10,181827,28628,22900,25000,15.05,595.41,C,23851.14,1211.88
asset protection specialist,3,CO,RENT,17.67,35860,5,32350,15627,20600,13000,15.05,309.62,C,12402.56,630.17
retail fin ancial specialist,3,MN,OWN,5.52,34800,10,16700,3410,9600,30000,12.62,676.78,C,28531.92,1196.97
fixed assets manager,10,OK,MORTGAGE,21.05,72900,8,279032,55690,27400,35000,12.62,1172.9,C,31729.59,1396.65
waitress,3,MA,RENT,16.5,60000,6,59336,39642,5800,10000,14.07,342.12,C,9317.45,312.54
head pressman,10,KY,OWN,20.54,42000,9,44729,35079,14600,20000,13.58,461.03,C,19287.91,655.91
underwriter/agent,3,GA,MORTGAGE,48.96,62339,10,296471,82020,10000,20000,12.62,670.23,C,18131.19,777.05
teacher,10,AL,MORTGAGE,13.72,90000,11,324219,49013,7000,15000,14.07,349.57,C,14472.78,498.04
academic affairs coordinator,2,CA,OWN,23.98,56000,13,123173,101218,9900,5600,12.61,187.64,C,5341.06,112.42
rn,1,MD,MORTGAGE,19.36,82000,15,454216,43850,20000,7000,12.61,234.55,C,6511.93,210.68
legal assistant,10,FL,RENT,14.72,31800,3,77870,71219,11000,15000,12.61,338.31,C,14452.23,446.14
mall security supervisor,6,AZ,RENT,17.71,25000,5,28352,13094,17500,10000,15.05,238.17,C,9540.43,484.75
owner,6,OK,MORTGAGE,27,60000,12,294395,53346,34200,30000,14.08,1026.5,C,27254.14,1336.67
sr manager,7,TX,MORTGAGE,10.91,155000,13,518388,72076,57300,10000,12.62,335.12,C,9067.14,400.61
finance manager,10,MI,MORTGAGE,18.3,112000,21,109004,48431,66500,25000,15.05,595.41,C,23554.86,1511.01
rc,10,MA,MORTGAGE,28.54,38000,13,200880,16847,16800,8125,14.07,277.97,C,7381.23,355.41
president,10,IL,RENT,12.58,75000,9,58463,23720,19200,30000,13.59,691.69,C,28568.14,1289.6
supervisor,4,CA,RENT,19.46,47800,9,42196,24873,20700,8000,13.59,271.84,C,7262.63,343.95
sales consultant,7,MS,MORTGAGE,13.39,104176.66,7,236721,41426,20800,3500,14.08,119.76,C,3179.64,155.94
coin operator,10,CO,MORTGAGE,18.98,60000,7,209695,27517,14500,6000,14.08,205.3,C,5450.83,262.64
owner,10,TX,MORTGAGE,27.94,125000,15,235882,114633,32000,24000,12.62,804.27,C,21182,1186.52
sergeant (e5),4,NC,RENT,30.63,56419.68,13,87570,63428,15100,2500,15.04,86.72,C,2331.75,89.82
manicurist,10,TX,RENT,41.06,20000,7,44092,16281,9000,17600,13.58,405.7,C,16973.38,577.2
electrician,0,MD,MORTGAGE,8.81,65000,8,261936,15201,13700,3000,13.59,101.94,C,2652.39,156.43
insurance/finanical coordinator,10,CA,MORTGAGE,26.17,55584,8,302478,23552,13500,13775,13.59,468.06,C,12505.39,613.04
mro supervisor,6,CA,OWN,19.45,90000,10,412400,42222,45400,22000,14.08,752.77,C,19470.5,1217.14
"director, special events",10,FL,MORTGAGE,25.32,130000,14,364017,101088,7050,17325,15.05,601.01,C,15760.98,825.53
analyst,10,CA,RENT,26.16,105000,10,116998,76569,13300,6000,13.59,203.88,C,5446.97,257.96
shift supervisor,10,FL,OWN,24.93,23000,3,28100,17347,28100,6000,12.61,201.04,C,5581.66,180.58
controller,2,KS,MORTGAGE,34.98,48000,30,234632,113952,27500,13000,14.08,303.03,C,12387.34,574.04
parts dept / buyer,10,MD,MORTGAGE,27.46,50000,11,208731,41333,14200,28000,15.04,666.71,C,27040.75,1017.48
business office manager,10,FL,MORTGAGE,24.53,62712,26,232192,60698,27100,10000,12.61,335.07,C,9302.76,300.96
attorney,10,TX,MORTGAGE,22.02,150000,10,401071,109348,28300,12000,14.08,410.6,C,10618.97,662.58
personal trainer,1,FL,RENT,32.12,25000,4,41299,27927,14000,10000,13.59,339.79,C,9078.33,429.94
system analyst,9,IL,RENT,31.62,40000,6,53700,28051,20300,16000,15.05,555.04,C,14555.62,742.34
project manager,7,PA,MORTGAGE,35.47,85000,21,133498,105317,16000,17000,16.01,597.76,C,15872.23,635.27
manager,10,GA,MORTGAGE,35.49,88272,13,296178,118885,9100,11000,16.02,267.62,C,10379.81,698.33
contract specialist ii,10,TN,OWN,23.47,66144,11,45344,20480,4800,5000,14.08,171.09,C,4424.95,276.49
kitchen manager,0,WA,RENT,25.3,57500,13,64762,26228,40700,10000,12.62,335.12,C,9065.57,416.17
deputy sheriff,5,CA,MORTGAGE,12.99,85000,17,556342,37022,14800,17000,15.04,404.79,C,16417.59,603.55
specimen processor,2,UT,MORTGAGE,29.68,26000,9,56062,29752,31500,10000,14.08,342.17,C,8849.12,552.15
professor,0,CA,RENT,19.38,35000,14,26700,11720,7700,5000,15.04,173.43,C,1477.22,133.3
medical technologist,1,NJ,RENT,15.2,55120,7,47400,27911,41900,25000,12.62,563.98,C,23462.69,1265.06
mlo,10,WI,RENT,21.99,125000,22,190647,117691,94600,35000,14.08,815.85,C,33350.52,1586.54
business systems analyst,3,CA,MORTGAGE,2.99,108000,5,435881,5202,0,12000,14.08,410.6,C,10618.97,662.58
truck driver,2,TX,RENT,25.89,42000,6,43239,31094,8300,10000,15.05,346.9,C,9097.26,476.5
msg,10,NC,MORTGAGE,28.31,65000,7,306314,31801,2000,20000,14.08,466.2,C,19059.39,908.55
register nurse,9,OH,MORTGAGE,25.49,79000,13,187641,35532,34500,25000,12.62,563.98,C,23462.69,1265.06
qa developer,2,CA,RENT,13.26,189000,14,144608,112820,15800,32000,15.05,762.12,C,30529.48,1551.2
cfo,4,CO,MORTGAGE,24.68,198000,18,776505,86150,57840,35000,15.05,833.57,C,33391.61,1667.36
registered nurse,3,CA,MORTGAGE,4.38,100000,4,237259,11796,14500,20000,16.01,486.47,C,19103.71,1031.8
relationship manager,0,IL,RENT,14.08,85000,15,171659,116962,34200,30000,13.58,691.54,C,29291.94,652.39
area director,9,VA,MORTGAGE,22.69,48391,13,290649,54576,61300,5000,15.05,173.45,C,0,70.65
director of operations,0,TX,RENT,16.75,100000,12,71461,50415,8600,19000,15.05,659.11,C,16842.46,1098.29
accountant,5,NY,RENT,9.24,60000,7,27540,8770,16200,10000,14.08,342.17,C,9084.7,437.74
officer,2,MD,OWN,17.01,70000,8,47774,32244,46750,20000,12.62,451.19,C,19021.27,812.01
speech-language pathologist,7,CO,RENT,30.9,79312,11,140287,108496,41000,8000,14.08,273.74,C,7267.74,356.44
supervisor,10,CA,MORTGAGE,22.92,60000,19,374897,48921,35900,15000,14.07,349.57,C,14472.78,561.03
corporate sales,2,SC,RENT,34.8,85000,15,103129,80288,32800,4000,16.02,140.67,C,3643.87,202.99
network admin,3,FL,RENT,1.71,60000,14,35527,44661,0,5000,16.02,175.84,C,4439.78,316.47
bookkeeper and human resources,0,FL,MORTGAGE,21.44,41600,17,228799,14981,10800,10000,13.58,339.74,C,9544.29,216.23
bilingual case manager,2,DC,OWN,24.03,95000,11,122000,44762,70600,35000,12.62,1172.9,C,30890.38,1730.34
medical assistant,3,NV,MORTGAGE,17.14,94000,12,399030,70385,65200,40000,12.61,902.16,C,38539.27,1245.76
custodial,10,NY,MORTGAGE,32.34,40000,8,75917,56614,7250,5000,14.08,171.09,C,4492.21,222.66
co owner,10,MA,RENT,12.91,75000,12,61762,16896,35300,11000,12.62,248.15,C,10410.62,445.51
senior software engineer,7,CT,RENT,9.6,92000,7,48500,26701,29700,20000,14.08,684.33,C,18169.44,953.7
nursing supervisor,10,TX,MORTGAGE,11.63,140000,13,213658,42003,7900,20000,13.58,461.03,C,19287.91,655.91
sales associate,1,CA,RENT,7.9,120000,9,52827,43709,19400,8000,15.05,277.52,C,7277.81,371.17
it manager,8,OK,MORTGAGE,18.43,88944,5,265386,67707,6200,3200,13.58,108.72,C,2980.01,101.34
assessment specialist,6,OR,MORTGAGE,10.14,96000,7,375783,46240,21500,20000,12.62,451.19,C,19021.27,797.99
quality assurance,0,OH,RENT,16.77,65000,9,47753,31838,5900,1000,16.02,35.17,C,887.94,56.81
millwright,6,TX,OWN,6.84,80000,11,193672,13334,15600,10000,14.07,233.05,C,9648.51,339.84
qc manager,10,RI,OWN,13.05,59000,8,240354,13605,6000,10000,12.62,225.6,C,9510.61,406
appliance specialist,10,OH,MORTGAGE,37.32,40000,27,147059,34968,65600,16800,13.59,570.85,C,14853.46,876
retail,7,FL,MORTGAGE,22.85,40000,12,55030,32542,19900,6300,15.04,218.52,C,5876.05,226.35
night merch,10,WA,MORTGAGE,54.81,55000,12,347850,95669,45100,35000,15.05,833.57,C,33391.61,1696.63
general manager,1,TX,MORTGAGE,37.28,50000,10,86063,59455,7000,5000,16.02,175.84,C,4439.79,314.54
collection officer ii,10,CA,MORTGAGE,18.85,55000,10,270239,44399,5800,6000,12.61,201.04,C,5722.56,135.16
boss,10,OR,RENT,4.1,80000,5,18800,10380,11800,12000,14.08,410.6,C,10901.66,534.67
systems engineer,9,WI,MORTGAGE,26.94,103000,17,256695,57371,21000,27400,13.58,631.6,C,26424.47,898.6
minister of music & senior adults,10,NC,MORTGAGE,45.21,46000,12,198400,76119,53100,40000,16.01,972.94,C,38664.52,1547.76
network engineer,10,GA,OWN,26.32,101851,26,252863,79840,32500,25000,15.05,595.41,C,23851.14,1190.97
cashier,2,OH,MORTGAGE,315.94,5500,11,324111,56796,43900,25800,15.05,614.46,C,24308.63,1559.36
bco,0,FL,RENT,22.44,60000,5,62649,48872,7800,4200,15.05,145.7,C,3820.84,200.13
truck driver,0,TN,RENT,19.41,75250,14,72746,27905,17500,5000,13.58,169.87,C,4772.14,123.21
owner,2,NV,MORTGAGE,7.3,95000,5,511100,11715,5100,25000,13.59,576.41,C,23499.98,1344.28
systems administrator,3,AZ,RENT,18.69,72000,7,56575,42251,20800,14000,13.58,475.64,C,0,16.8
premier banker,5,AZ,RENT,24.82,59000,11,77296,74539,9200,8000,15.04,277.48,C,7461.66,312.97
security supervisor,6,MS,RENT,29.49,44000,10,54414,31689,17000,6000,16.01,210.98,C,5601.95,224.22
owner,10,CA,RENT,5.82,120000,6,17800,10528,4500,35000,12.62,1172.9,C,31730.74,1434.61
inspector,4,CA,RENT,7.95,144000,9,407385,34131,33100,20000,12.61,451.08,C,19269.64,608.87
mental health tech/ staff development,10,IL,RENT,11.84,65000,14,52602,23408,12300,35000,14.08,1197.58,C,31796.51,1532.07
team manager,0,FL,MORTGAGE,19.25,67000,9,72964,35985,42400,18000,16.01,632.92,C,15164.27,562.88
vice president,10,MD,MORTGAGE,31.72,165000,22,379991,109879,40000,15000,15.04,520.28,C,13990.61,538.92
office manager,1,GA,MORTGAGE,11.66,42000,10,143898,14360,26000,9000,13.59,305.81,C,8170.5,386.94
licensed vocational nurse,2,CA,RENT,19.03,35000,10,48808,21873,28400,7200,15.04,249.74,C,6715.48,258.68
tmf specialist,3,KS,MORTGAGE,14.18,48996,5,142118,24454,10800,15600,13.59,359.68,C,14663.99,897.72
teacher,4,FL,RENT,33.41,37000,6,82542,55058,16100,4000,14.08,136.87,C,3539.64,220.86
director of purchasing,2,TX,MORTGAGE,11.58,100000,16,367303,68059,33200,10000,15.05,346.9,C,9097.26,522.49
supervisor,10,IL,MORTGAGE,10.45,75000,10,39433,22895,5000,25000,15.04,595.28,C,24143.51,908.46
mortgage processor,0,FL,RENT,13.43,52000,11,23100,16102,15700,15000,15.05,520.35,C,13645.89,714.75
senior data engineer,4,VA,RENT,0.33,97000,6,25854,11195,13000,35000,16.01,1230.67,C,32678.16,1307.91
estimating manager,1,FL,MORTGAGE,28.23,85000,11,287381,52201,39900,12800,15.04,304.78,C,12361.49,465.13
owner & operator,7,MA,MORTGAGE,27.51,120000,8,470550,117455,12500,30000,13.59,691.69,C,28568.14,1278.28
business process compliance,0,OH,MORTGAGE,52.91,120000,29,423055,212517,14900,16000,12.61,536.11,C,14884.43,481.55
technician iii,6,FL,MORTGAGE,19.37,70000,13,213076,48898,5900,31000,16.01,1090.03,C,28943.49,1158.43
cashier,2,PA,RENT,25.33,18000,18,46625,8815,15500,8500,12.61,284.81,C,7907.35,255.83
inventory analyst,8,CO,RENT,22.17,55200,7,102926,103627,9400,8000,15.04,277.48,C,7643.35,191.63
president,10,SC,MORTGAGE,22.41,158000,15,366636,65335,59800,35000,14.08,1197.58,C,30972.01,1932.53
state regulatory,3,NC,MORTGAGE,12.67,100000,9,147641,34915,28000,24000,13.58,815.38,C,21787.68,1031.09
supervisor,9,OH,MORTGAGE,7.54,98000,8,152689,20754,43000,24000,12.61,541.3,C,23418.76,484.55
senior customer care associate,10,IL,MORTGAGE,27.02,46280,9,165012,47412,22300,14000,14.07,478.97,C,13044.42,470.39
customer service,0,MA,RENT,31.76,30000,7,32000,18436,7500,8425,15.05,292.27,C,0,449.52
insurance agent,5,SC,MORTGAGE,27.94,64000,22,135759,42678,82800,16000,13.59,368.9,C,15236.35,754.23
maintenance director,8,AR,OWN,39.63,90000,10,168002,136103,8000,24000,12.61,804.16,C,22326.66,753.62
machine operator,1,VA,MORTGAGE,43.45,44000,15,65037,46213,22900,1500,16.01,52.75,C,1400.47,56.05
team leader,10,NJ,RENT,7.64,60000,4,21000,9431,14000,35000,14.08,815.85,C,33350.52,1586.54
management services director,10,WI,RENT,28.52,76000,15,121610,50101,40800,4600,14.07,157.38,C,690.85,59.39
smts software engineer,5,NC,RENT,2.54,150000,8,20182,9701,6000,20000,12.62,451.19,C,18163.86,1005.79
supervisor,10,GA,OWN,8,104000,17,356065,37113,14500,35000,15.04,1213.98,C,0,19.01
property manager,5,FL,MORTGAGE,5.54,65000,10,7729,4260,4800,12800,14.08,437.98,C,11628.41,570.32
sales consultant,3,CA,RENT,15.14,70000,10,42184,26417,5600,20000,15.05,693.8,C,18194.52,953
sr developer,2,MI,MORTGAGE,5.41,94000,8,104297,17466,9700,35000,16.01,1230.67,C,32678.16,1416.87
crew,0,OH,RENT,0,10800,1,300,0,300,10000,16.02,243.29,C,9551.97,516.23
office manager,10,CO,RENT,4.86,59000,8,25100,8322,3400,20000,13.59,461.13,C,0,530.54
personal banker,2,CA,RENT,21.3,52000,9,73249,34442,26200,15000,14.08,349.65,C,14111.13,847.65
it manager,4,TX,OWN,28.78,78000,16,85394,37114,23400,20000,14.08,684.33,C,17698.3,1104.31
maintenance/parts,1,WA,RENT,15.5,24000,3,14630,11024,2500,4000,16.02,140.67,C,3551.84,248.07
engineer assistant,0,CA,RENT,13.3,50000,13,31300,15584,16100,10000,13.59,339.79,C,9078.33,429.94
sales manager,10,TX,MORTGAGE,21.87,67000,10,146318,39615,16500,13000,13.58,441.67,C,12407.56,271.28
owner,10,FL,MORTGAGE,16.17,72000,9,342736,33598,31500,19500,16.02,685.76,C,0,36.27
1sg,10,NC,MORTGAGE,33.52,78000,9,418306,97701,24000,21275,14.08,727.96,C,19327.72,1031.14
firefighter emt,10,FL,MORTGAGE,9.23,81526,9,271726,45687,18400,22000,12.61,496.19,C,21196.59,692.87
systems engineer,4,UT,MORTGAGE,17.94,103000,5,391132,52295,22300,24000,14.07,559.31,C,23440.92,540.78
sr loan officer,7,CA,MORTGAGE,12.74,160000,7,533896,80595,13600,35000,13.58,1189.09,C,32593.95,1146.22
forman,10,CA,MORTGAGE,19.42,78000,9,424501,39366,19500,6000,16.01,210.98,C,5601.95,224.22
it manager,10,IN,MORTGAGE,14.56,90000,6,227824,36370,5000,21000,16.02,510.91,C,20059.13,1056.05
plant manager,7,GA,MORTGAGE,31.06,65000,7,266188,39688,3300,8400,16.02,295.41,C,7652.11,418.8
police recruit,0,TX,RENT,25.7,41000,7,29311,13527,10300,4500,15.05,156.11,C,4093.75,214.43
analyst,2,VA,RENT,2.47,125000,6,88500,11361,78500,25000,12.61,563.85,C,24087.05,761.09
operations supervisor,10,TX,MORTGAGE,14.28,193000,9,359437,115437,15000,8000,15.04,277.48,C,7643.35,184.94
software architect,10,WA,RENT,25.1,105000,6,113706,84244,35000,35000,13.58,806.79,C,33753.88,1147.84
human resources,2,VA,MORTGAGE,12.23,36000,12,42200,20007,39900,25000,14.07,582.62,C,0,12.7
charge nurse,4,OH,RENT,4.98,41000,4,12800,10665,2800,15000,12.61,338.31,C,14452.23,456.65
electrical spare coordinator,0,FL,MORTGAGE,13.33,57000,17,408562,15607,46600,10000,12.61,335.07,C,9302.76,293.96
