Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,100,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,24,2,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,4000,60,5,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,1500,60,5,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,13,NA,NA,False,NA,95,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,100,6,0.5,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,500,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,100,160,13.33333333,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,30,2.5,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,90,16,1.333333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,70,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,1000,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,16000,24,2,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,18,1.5,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,13,1.083333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,100,30,2.5,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,500,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,60,5,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,NA,50,4.166666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,29,6,0.5,NA,1
NA,NA,NA,NA,NA,40,NA,NA,False,NA,2000,444,37,1,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,30,2.5,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,3000,12,1,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,NA,28,2.333333333,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,100,24,2,1,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,288,24,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,80,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,20,1.666666667,NA,1
NA,NA,NA,NA,NA,1,NA,NA,False,NA,12000,15,1.25,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,30,2.5,1,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,1500,6,0.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,120,16,1.333333333,1,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,500,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,120,10,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,1000,12,1,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,10000,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,200,360,30,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,50,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,True,NA,100,36,3,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,True,NA,100,24,2,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,500,3,0.25,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,45000,3,0.25,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,38,3.166666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,60,16,1.333333333,NA,NA
NA,NA,NA,NA,NA,9,NA,NA,True,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,False,NA,4000,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,1200,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,100,100,8.333333333,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,12000,6,0.5,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,72,6,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,500,14,1.166666667,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,30,60,5,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,1500,13,1.083333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,20,3,0.25,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,60,5,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,True,NA,0,40,3.333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,NA,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,6000,132,11,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,100,3,0.25,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,250,22,1.833333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,30,2.5,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,NA,60,5,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,45,3.75,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,0,0,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,50,4.166666667,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,500,84,7,NA,NA
NA,NA,NA,NA,NA,7,NA,NA,False,NA,0,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,15,NA,NA,True,NA,NA,120,10,NA,1
NA,NA,NA,NA,NA,7,NA,NA,True,NA,200,100,8.333333333,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,True,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,300,12,1,NA,NA
NA,NA,NA,NA,NA,60,NA,NA,True,NA,700,50,4.166666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,5000,14,1.166666667,NA,1
NA,NA,NA,NA,NA,6,NA,NA,False,NA,100,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,35,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,1000,12,1,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,300,3,0.25,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,1000,6,0.5,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,300,15,1.25,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,False,NA,0,9,0.75,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,1,0.08333333333,NA,1
NA,NA,NA,NA,NA,6,NA,NA,True,NA,20,24,2,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,0,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,NA,120,10,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,False,NA,400,6,0.5,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,200,108,9,NA,1
NA,NA,NA,NA,NA,100,NA,NA,False,NA,300,17,1.416666667,NA,NA
NA,NA,NA,NA,NA,56,NA,NA,False,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,False,NA,1,24,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,NA,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,0,56,4.666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,300,12,1,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,100,12,1,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,260,13,1.083333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,9,0.75,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,15,1.25,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,100,144,12,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,0,1,0.08333333333,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,100,14,1.166666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,500,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,2,NA,NA,True,NA,2000,60,5,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,0,39,3.25,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,100,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,5000,240,20,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,500,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,30000,240,20,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,300,9,0.75,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,False,NA,350,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,NA,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,7,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,80,6.666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,6,0.5,NA,1
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,1,0.08333333333,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,15,1.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,2000,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,4000,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,60,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,2,NA,NA,True,NA,0,60,5,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,1000,72,6,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,50,4.166666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,100,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,9,0.75,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,NA,3,0.25,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,300,12,1,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,18,1.5,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,100,36,3,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,80,24,2,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,40,3.333333333,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,32,2.666666667,NA,1
NA,NA,NA,NA,NA,40,NA,NA,False,NA,50,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,NA,60,5,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,100,3,0.25,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,15,1.25,NA,NA
NA,NA,NA,NA,NA,21,NA,NA,False,NA,0,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,NA,16,1.333333333,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,100,14,1.166666667,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,14,1.166666667,NA,1
NA,NA,NA,NA,NA,11,NA,NA,False,NA,NA,3,0.25,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,8000,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,3100,12,1,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,100,19,1.583333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,2323,44,3.666666667,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,0,70,5.833333333,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,NA,6,0.5,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,5000,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,500,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,19,6,0.5,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,1000,12,1,NA,NA
NA,NA,NA,NA,NA,35,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,100,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,300,12,1,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,500,28,2.333333333,NA,1
NA,NA,NA,NA,NA,4,NA,NA,False,NA,150,15,1.25,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,False,NA,9600,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,7,NA,NA,False,NA,30,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,20,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,False,NA,25,3,0.25,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,50,30,2.5,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,100,3,0.25,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,15000,14,1.166666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,60,5,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,30,16,1.333333333,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,25,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,3000,48,4,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,100,6,0.5,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,False,NA,NA,18,1.5,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,2500,120,10,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,2000,100,8.333333333,NA,1
NA,NA,NA,NA,NA,25,NA,NA,False,NA,0,5,0.4166666667,NA,1
NA,NA,NA,NA,NA,7,NA,NA,False,NA,2500,6,0.5,NA,1
NA,NA,NA,NA,NA,40,NA,NA,True,NA,600,24,2,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,1700,18,1.5,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,7,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,60,NA,NA,True,NA,NA,26,2.166666667,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,1000,12,1,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,NA,100,8.333333333,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,2000,120,10,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,1000,24,2,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,150,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,NA,14,1.166666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,90,12,1,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,50,4.166666667,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,3000,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,NA,30,2.5,NA,NA
NA,NA,NA,NA,NA,28,NA,NA,False,NA,80,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,500,36,3,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,150,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,3600,12,1,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,0,9,0.75,NA,1
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,35,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,40,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,500,36,3,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,25,18,1.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,2000,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,6,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,24,2,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,2000,148,12.33333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,1,0.08333333333,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,15,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,3000,14,1.166666667,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,80,6.666666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,150,12,1,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,500,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,2000,120,10,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,3,0.25,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,250,16,1.333333333,NA,1
NA,NA,NA,NA,NA,35,NA,NA,False,NA,0,7,0.5833333333,NA,1
NA,NA,NA,NA,NA,12,NA,NA,True,NA,5000,60,5,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,140,0,0,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,500,30,2.5,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,25,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,250,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,20000,36,3,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,15000,11,0.9166666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,2000,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,70,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,60,5,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,4,0.3333333333,NA,1
NA,NA,NA,NA,NA,22,NA,NA,False,NA,600,70,5.833333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,500,18,1.5,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,5000,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
